Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
dijkstra,0.0102941670,29.65685424949238,29,711,"(45, 19)","(24, 14)"
theta_star,0.0015256670,28.286006164455234,3,71,"(45, 19)","(24, 14)"
jps,0.0030115840,29.07106781186548,7,14,"(45, 19)","(24, 14)"
lazy_theta_star,0.0013475420,28.286006164455234,3,71,"(45, 19)","(24, 14)"
a_star,0.0009604580,18.82842712474619,19,41,"(21, 11)","(23, 29)"
dijkstra,0.0111372080,18.82842712474619,19,710,"(21, 11)","(23, 29)"
theta_star,0.0005137920,18.110770276274835,2,19,"(21, 11)","(23, 29)"
jps,0.0007722080,18.82842712474619,3,5,"(21, 11)","(23, 29)"
lazy_theta_star,0.0003829590,18.110770276274835,2,19,"(21, 11)","(23, 29)"
a_star,0.0014190000,24.071067811865476,23,92,"(42, 12)","(20, 17)"
dijkstra,0.0114352500,24.07106781186548,23,766,"(42, 12)","(20, 17)"
theta_star,0.0011625000,22.72042354589424,3,48,"(42, 12)","(20, 17)"
jps,0.0012420830,24.071067811865476,6,7,"(42, 12)","(20, 17)"
lazy_theta_star,0.0009978330,22.72042354589424,3,49,"(42, 12)","(20, 17)"
a_star,0.0057052920,50.11269837220808,42,385,"(45, 28)","(4, 6)"
dijkstra,0.0186015420,50.11269837220808,42,1282,"(45, 28)","(4, 6)"
theta_star,0.0035717500,46.92644748688389,7,155,"(45, 28)","(4, 6)"
jps,0.0099866670,50.112698372208094,14,49,"(45, 28)","(4, 6)"
lazy_theta_star,0.0036136250,46.93379945489576,8,168,"(45, 28)","(4, 6)"
a_star,0.0029785830,26.242640687119287,26,199,"(21, 22)","(44, 23)"
dijkstra,0.0158112080,26.242640687119287,26,1051,"(21, 22)","(44, 23)"
theta_star,0.0041918330,25.195583308462574,4,185,"(21, 22)","(44, 23)"
jps,0.0048963330,25.656854249492383,6,22,"(21, 22)","(44, 23)"
lazy_theta_star,0.0041714590,25.195583308462574,4,185,"(21, 22)","(44, 23)"
a_star,0.0001037910,8.071067811865476,7,7,"(41, 5)","(36, 11)"
dijkstra,0.0024209580,8.071067811865476,7,157,"(41, 5)","(36, 11)"
theta_star,0.0001590000,7.810249675906654,2,7,"(41, 5)","(36, 11)"
jps,0.0010318340,8.071067811865476,4,4,"(41, 5)","(36, 11)"
lazy_theta_star,0.0001538330,7.810249675906654,2,7,"(41, 5)","(36, 11)"
a_star,0.0052709580,37.55634918610405,34,348,"(35, 6)","(9, 24)"
dijkstra,0.0180269580,37.55634918610404,34,1224,"(35, 6)","(9, 24)"
theta_star,0.0054020000,35.03368905958323,5,261,"(35, 6)","(9, 24)"
jps,0.0061756660,35.798989873223334,12,32,"(35, 6)","(9, 24)"
lazy_theta_star,0.0054432080,35.03368905958323,5,263,"(35, 6)","(9, 24)"
a_star,0.0027593330,32.97056274847715,29,190,"(1, 19)","(29, 7)"
dijkstra,0.0112742090,32.97056274847715,29,781,"(1, 19)","(29, 7)"
theta_star,0.0010975420,30.463092423455635,2,43,"(1, 19)","(29, 7)"
jps,0.0042067920,32.97056274847714,9,19,"(1, 19)","(29, 7)"
lazy_theta_star,0.0011945000,30.464385929884408,3,53,"(1, 19)","(29, 7)"
a_star,0.0011640410,22.142135623730955,19,79,"(30, 29)","(20, 11)"
dijkstra,0.0090732090,22.142135623730955,19,603,"(30, 29)","(20, 11)"
theta_star,0.0009440420,20.924244368012513,3,42,"(30, 29)","(20, 11)"
jps,0.0016050000,22.14213562373095,7,10,"(30, 29)","(20, 11)"
lazy_theta_star,0.0008327500,20.924244368012513,3,42,"(30, 29)","(20, 11)"
a_star,0.0019522500,19.55634918610405,16,132,"(34, 17)","(47, 20)"
dijkstra,0.0116576670,19.55634918610405,16,776,"(34, 17)","(47, 20)"
theta_star,0.0026754580,18.698448828284675,4,128,"(34, 17)","(47, 20)"
jps,0.0028401670,18.97056274847714,7,13,"(34, 17)","(47, 20)"
lazy_theta_star,0.0026867080,18.698448828284675,5,127,"(34, 17)","(47, 20)"
a_star,0.0000528340,3.0,4,4,"(28, 20)","(31, 20)"
dijkstra,0.0003046660,3.0,4,23,"(28, 20)","(31, 20)"
theta_star,0.0000740830,3.0,2,4,"(28, 20)","(31, 20)"
jps,0.0001602500,3.0,2,2,"(28, 20)","(31, 20)"
lazy_theta_star,0.0000638340,3.0,2,4,"(28, 20)","(31, 20)"
a_star,0.0021461660,32.89949493661167,31,145,"(46, 23)","(16, 20)"
dijkstra,0.0120266670,32.89949493661167,31,815,"(46, 23)","(16, 20)"
theta_star,0.0014637920,31.25452819532432,4,69,"(46, 23)","(16, 20)"
jps,0.0024950000,32.89949493661167,10,13,"(46, 23)","(16, 20)"
lazy_theta_star,0.0012796670,31.25452819532432,4,67,"(46, 23)","(16, 20)"
a_star,0.0010512910,27.82842712474619,28,68,"(43, 6)","(16, 8)"
dijkstra,0.0115016250,27.82842712474619,28,784,"(43, 6)","(16, 8)"
theta_star,0.0008203330,27.073972741361768,2,28,"(43, 6)","(16, 8)"
jps,0.0010490840,27.82842712474619,4,4,"(43, 6)","(16, 8)"
lazy_theta_star,0.0005770420,27.073972741361768,2,28,"(43, 6)","(16, 8)"
a_star,0.0006067080,12.656854249492381,12,44,"(32, 5)","(24, 12)"
dijkstra,0.0041896250,12.656854249492381,12,281,"(32, 5)","(24, 12)"
theta_star,0.0007047500,11.94427190999916,3,35,"(32, 5)","(24, 12)"
jps,0.0011550420,12.071067811865476,5,5,"(32, 5)","(24, 12)"
lazy_theta_star,0.0006681250,11.94427190999916,3,35,"(32, 5)","(24, 12)"
a_star,0.0000943750,8.485281374238571,7,7,"(42, 12)","(36, 18)"
dijkstra,0.0026149170,8.485281374238571,7,175,"(42, 12)","(36, 18)"
theta_star,0.0001467080,8.485281374238571,4,7,"(42, 12)","(36, 18)"
jps,0.0007730420,8.485281374238571,4,4,"(42, 12)","(36, 18)"
lazy_theta_star,0.0001204590,8.485281374238571,4,7,"(42, 12)","(36, 18)"
a_star,0.0002622090,9.242640687119286,9,18,"(24, 20)","(32, 17)"
dijkstra,0.0029684170,9.242640687119286,9,204,"(24, 20)","(32, 17)"
theta_star,0.0002257500,8.54400374531753,2,10,"(24, 20)","(32, 17)"
jps,0.0003577500,9.242640687119284,3,3,"(24, 20)","(32, 17)"
lazy_theta_star,0.0002025830,8.54400374531753,2,10,"(24, 20)","(32, 17)"
a_star,0.0004090420,12.82842712474619,13,27,"(20, 27)","(32, 25)"
dijkstra,0.0036461250,12.82842712474619,13,254,"(20, 27)","(32, 25)"
theta_star,0.0003337910,12.165525060596439,2,13,"(20, 27)","(32, 25)"
jps,0.0006572500,12.82842712474619,3,3,"(20, 27)","(32, 25)"
lazy_theta_star,0.0002645000,12.165525060596439,2,13,"(20, 27)","(32, 25)"
a_star,0.0009772080,25.82842712474619,26,62,"(5, 25)","(30, 23)"
dijkstra,0.0086830410,25.82842712474619,26,591,"(5, 25)","(30, 23)"
theta_star,0.0007000000,25.079872407968907,2,26,"(5, 25)","(30, 23)"
jps,0.0009979170,25.82842712474619,4,4,"(5, 25)","(30, 23)"
lazy_theta_star,0.0005125000,25.079872407968907,2,26,"(5, 25)","(30, 23)"
a_star,0.0012530000,28.656854249492383,28,86,"(49, 13)","(22, 13)"
dijkstra,0.0097969170,28.656854249492383,28,667,"(49, 13)","(22, 13)"
theta_star,0.0009496660,27.379861131522297,3,39,"(49, 13)","(22, 13)"
jps,0.0010892080,28.656854249492383,7,8,"(49, 13)","(22, 13)"
lazy_theta_star,0.0008335410,27.379861131522297,3,41,"(49, 13)","(22, 13)"
a_star,0.0005062080,18.48528137423857,17,34,"(32, 15)","(16, 21)"
dijkstra,0.0106246250,18.48528137423857,17,694,"(32, 15)","(16, 21)"
theta_star,0.0004448750,18.0,3,21,"(32, 15)","(16, 21)"
jps,0.0008908330,18.48528137423857,7,7,"(32, 15)","(16, 21)"
lazy_theta_star,0.0004007090,18.0,3,22,"(32, 15)","(16, 21)"
a_star,0.0005941250,18.82842712474619,19,41,"(21, 28)","(39, 26)"
dijkstra,0.0072041250,18.82842712474619,19,463,"(21, 28)","(39, 26)"
theta_star,0.0005383340,18.110770276274835,2,19,"(21, 28)","(39, 26)"
jps,0.0005533340,18.82842712474619,3,3,"(21, 28)","(39, 26)"
lazy_theta_star,0.0003921670,18.110770276274835,2,19,"(21, 28)","(39, 26)"
a_star,0.0015017920,37.656854249492376,37,104,"(1, 9)","(37, 9)"
dijkstra,0.0135466670,37.65685424949238,37,921,"(1, 9)","(37, 9)"
theta_star,0.0019653750,36.50489520783571,5,93,"(1, 9)","(37, 9)"
jps,0.0015912920,37.65685424949238,7,9,"(1, 9)","(37, 9)"
lazy_theta_star,0.0020856670,36.69357296346483,7,106,"(1, 9)","(37, 9)"
a_star,0.0000947910,6.0,7,7,"(25, 21)","(24, 26)"
dijkstra,0.0011322500,6.0,7,80,"(25, 21)","(24, 26)"
theta_star,0.0001252500,5.414213562373095,3,7,"(25, 21)","(24, 26)"
jps,0.0002128340,5.414213562373095,3,3,"(25, 21)","(24, 26)"
lazy_theta_star,0.0001242500,5.414213562373095,3,7,"(25, 21)","(24, 26)"
a_star,0.0007002080,24.82842712474619,25,47,"(30, 24)","(23, 5)"
dijkstra,0.0125097090,24.82842712474619,25,831,"(30, 24)","(23, 5)"
theta_star,0.0009347080,24.110518907618165,3,43,"(30, 24)","(23, 5)"
jps,0.0015855420,24.242640687119287,7,10,"(30, 24)","(23, 5)"
lazy_theta_star,0.0007978750,24.110518907618165,3,43,"(30, 24)","(23, 5)"
a_star,0.0009261250,21.142135623730955,18,65,"(28, 26)","(42, 13)"
dijkstra,0.0093452920,21.142135623730955,18,623,"(28, 26)","(42, 13)"
theta_star,0.0006752920,19.76092573639113,3,31,"(28, 26)","(42, 13)"
jps,0.0014991670,20.556349186104047,7,7,"(28, 26)","(42, 13)"
lazy_theta_star,0.0006748340,19.76092573639113,3,34,"(28, 26)","(42, 13)"
a_star,0.0059766250,35.24264068711929,35,390,"(20, 27)","(45, 15)"
dijkstra,0.0191207080,35.24264068711929,35,1235,"(20, 27)","(45, 15)"
theta_star,0.0081956660,33.389919040512076,6,371,"(20, 27)","(45, 15)"
jps,0.0141857500,34.65685424949238,6,66,"(20, 27)","(45, 15)"
lazy_theta_star,0.0082823750,33.41290988677053,7,369,"(20, 27)","(45, 15)"
a_star,0.0001976670,16.970562748477146,13,13,"(45, 7)","(33, 19)"
dijkstra,0.0057758330,16.970562748477146,13,387,"(45, 7)","(33, 19)"
theta_star,0.0003312080,16.970562748477143,5,13,"(45, 7)","(33, 19)"
jps,0.0023180000,16.970562748477143,8,8,"(45, 7)","(33, 19)"
lazy_theta_star,0.0002488750,16.970562748477143,5,13,"(45, 7)","(33, 19)"
a_star,0.0045030840,40.62741699796952,35,299,"(5, 26)","(38, 9)"
dijkstra,0.0159683750,40.62741699796951,35,1072,"(5, 26)","(38, 9)"
theta_star,0.0021381250,37.53416023532111,3,90,"(5, 26)","(38, 9)"
jps,0.0065360840,40.04163056034261,15,35,"(5, 26)","(38, 9)"
lazy_theta_star,0.0022831250,37.53832421635147,4,97,"(5, 26)","(38, 9)"
a_star,0.0014154580,35.48528137423857,34,102,"(6, 7)","(38, 8)"
dijkstra,0.0140141670,35.48528137423857,34,943,"(6, 7)","(38, 8)"
theta_star,0.0014924160,34.02300414862144,5,74,"(6, 7)","(38, 8)"
jps,0.0026019160,34.89949493661167,8,13,"(6, 7)","(38, 8)"
lazy_theta_star,0.0013645830,34.02300414862144,5,74,"(6, 7)","(38, 8)"
a_star,0.0009907920,19.656854249492383,19,67,"(2, 15)","(20, 11)"
dijkstra,0.0064723330,19.656854249492383,19,421,"(2, 15)","(20, 11)"
theta_star,0.0006133750,18.439088914585774,2,23,"(2, 15)","(20, 11)"
jps,0.0007460830,19.65685424949238,4,4,"(2, 15)","(20, 11)"
lazy_theta_star,0.0004845410,18.439088914585774,2,23,"(2, 15)","(20, 11)"
a_star,0.0018962500,28.89949493661167,27,134,"(12, 18)","(38, 25)"
dijkstra,0.0148875420,28.899494936611667,27,992,"(12, 18)","(38, 25)"
theta_star,0.0014400830,27.081334715150025,3,58,"(12, 18)","(38, 25)"
jps,0.0025598330,28.899494936611664,6,16,"(12, 18)","(38, 25)"
lazy_theta_star,0.0011530420,27.081334715150025,3,58,"(12, 18)","(38, 25)"
a_star,0.0002507500,10.485281374238571,9,17,"(3, 17)","(9, 25)"
dijkstra,0.0029254170,10.485281374238571,9,199,"(3, 17)","(9, 25)"
theta_star,0.0002088340,10.0,2,9,"(3, 17)","(9, 25)"
jps,0.0009147500,10.485281374238571,4,4,"(3, 17)","(9, 25)"
lazy_theta_star,0.0005495830,10.0,2,9,"(3, 17)","(9, 25)"
a_star,0.0012338340,37.656854249492376,37,89,"(7, 7)","(41, 9)"
dijkstra,0.0152053330,37.656854249492376,37,1023,"(7, 7)","(41, 9)"
theta_star,0.0020041250,36.796691275336336,5,94,"(7, 7)","(41, 9)"
jps,0.0021131660,37.071067811865476,9,11,"(7, 7)","(41, 9)"
lazy_theta_star,0.0015200830,36.796691275336336,4,78,"(7, 7)","(41, 9)"
a_star,0.0009243750,20.071067811865476,19,67,"(6, 14)","(24, 19)"
dijkstra,0.0073874590,20.071067811865476,19,504,"(6, 14)","(24, 19)"
theta_star,0.0009298330,19.14213562373095,3,43,"(6, 14)","(24, 19)"
jps,0.0017994580,20.071067811865476,7,10,"(6, 14)","(24, 19)"
lazy_theta_star,0.0009285000,19.14213562373095,3,43,"(6, 14)","(24, 19)"
a_star,0.0003468330,9.82842712474619,10,24,"(30, 8)","(34, 13)"
dijkstra,0.0026509580,9.82842712474619,10,181,"(30, 8)","(34, 13)"
theta_star,0.0003969580,9.222125139210444,3,22,"(30, 8)","(34, 13)"
jps,0.0016788330,9.242640687119286,6,7,"(30, 8)","(34, 13)"
lazy_theta_star,0.0003855830,9.222125139210444,3,22,"(30, 8)","(34, 13)"
a_star,0.0003942500,12.65685424949238,12,29,"(18, 19)","(7, 23)"
dijkstra,0.0051215000,12.656854249492381,12,333,"(18, 19)","(7, 23)"
theta_star,0.0003780830,12.047971582039077,3,20,"(18, 19)","(7, 23)"
jps,0.0010223750,12.65685424949238,6,6,"(18, 19)","(7, 23)"
lazy_theta_star,0.0003760420,12.047971582039077,3,20,"(18, 19)","(7, 23)"
a_star,0.0001517500,6.82842712474619,7,10,"(38, 23)","(36, 17)"
dijkstra,0.0017743750,6.82842712474619,7,121,"(38, 23)","(36, 17)"
theta_star,0.0001549170,6.324555320336759,2,7,"(38, 23)","(36, 17)"
jps,0.0006277090,6.82842712474619,3,3,"(38, 23)","(36, 17)"
lazy_theta_star,0.0001382090,6.324555320336759,2,7,"(38, 23)","(36, 17)"
a_star,0.0045696250,31.727922061357862,29,282,"(32, 2)","(9, 6)"
dijkstra,0.0156698750,31.727922061357862,29,1049,"(32, 2)","(9, 6)"
theta_star,0.0062637500,30.811388300841898,4,279,"(32, 2)","(9, 6)"
jps,0.0027771660,31.14213562373095,6,12,"(32, 2)","(9, 6)"
lazy_theta_star,0.0062066670,30.811388300841898,4,279,"(32, 2)","(9, 6)"
a_star,0.0005712910,17.071067811865476,16,42,"(30, 12)","(15, 7)"
dijkstra,0.0094367910,17.071067811865476,16,596,"(30, 12)","(15, 7)"
theta_star,0.0003907920,15.86198435709923,3,20,"(30, 12)","(15, 7)"
jps,0.0009608340,17.071067811865476,6,6,"(30, 12)","(15, 7)"
lazy_theta_star,0.0004165420,15.931620332094322,3,23,"(30, 12)","(15, 7)"
a_star,0.0001369170,8.0,9,9,"(27, 13)","(19, 13)"
dijkstra,0.0014610000,8.0,9,106,"(27, 13)","(19, 13)"
theta_star,0.0002228330,8.0,2,9,"(27, 13)","(19, 13)"
jps,0.0001784580,8.0,2,2,"(27, 13)","(19, 13)"
lazy_theta_star,0.0001803340,8.0,2,9,"(27, 13)","(19, 13)"
a_star,0.0018515420,22.89949493661167,21,130,"(22, 12)","(8, 25)"
dijkstra,0.0154463340,22.899494936611667,21,990,"(22, 12)","(8, 25)"
theta_star,0.0020032080,21.27161606702758,4,100,"(22, 12)","(8, 25)"
jps,0.0028901250,21.72792206135786,9,16,"(22, 12)","(8, 25)"
lazy_theta_star,0.0019266670,21.27161606702758,4,100,"(22, 12)","(8, 25)"
a_star,0.0046705840,34.48528137423857,33,318,"(20, 29)","(46, 17)"
dijkstra,0.0181396250,34.48528137423857,33,1156,"(20, 29)","(46, 17)"
theta_star,0.0068760410,32.5772613724282,3,287,"(20, 29)","(46, 17)"
jps,0.0092347500,33.89949493661167,6,36,"(20, 29)","(46, 17)"
lazy_theta_star,0.0067068330,32.5772613724282,3,290,"(20, 29)","(46, 17)"
a_star,0.0010362080,19.656854249492383,19,68,"(22, 5)","(40, 1)"
dijkstra,0.0077659170,19.656854249492383,19,531,"(22, 5)","(40, 1)"
theta_star,0.0006228750,18.439088914585774,2,23,"(22, 5)","(40, 1)"
jps,0.0006278750,19.65685424949238,3,3,"(22, 5)","(40, 1)"
lazy_theta_star,0.0004740410,18.439088914585774,2,23,"(22, 5)","(40, 1)"
a_star,0.0004478750,11.656854249492381,11,28,"(36, 22)","(40, 12)"
dijkstra,0.0041322500,11.65685424949238,11,279,"(36, 22)","(40, 12)"
theta_star,0.0003250000,10.770329614269007,2,13,"(36, 22)","(40, 12)"
jps,0.0004244580,11.65685424949238,3,3,"(36, 22)","(40, 12)"
lazy_theta_star,0.0002655420,10.770329614269007,2,13,"(36, 22)","(40, 12)"
a_star,0.0011866250,23.72792206135786,21,79,"(45, 18)","(31, 3)"
dijkstra,0.0081507920,23.72792206135786,21,556,"(45, 18)","(31, 3)"
theta_star,0.0008150830,22.33540533433922,3,35,"(45, 18)","(31, 3)"
jps,0.0016726670,23.14213562373095,7,8,"(45, 18)","(31, 3)"
lazy_theta_star,0.0006980420,22.33540533433922,3,36,"(45, 18)","(31, 3)"
a_star,0.0020659580,26.899494936611667,25,137,"(47, 7)","(23, 14)"
dijkstra,0.0102112500,26.899494936611667,25,670,"(47, 7)","(23, 14)"
theta_star,0.0007553750,25.000155035949867,3,31,"(47, 7)","(23, 14)"
jps,0.0025860420,26.89949493661167,7,10,"(47, 7)","(23, 14)"
lazy_theta_star,0.0006804580,25.000155035949867,3,32,"(47, 7)","(23, 14)"
a_star,0.0012853750,14.0,15,82,"(35, 2)","(30, 11)"
dijkstra,0.0043081670,14.0,15,294,"(35, 2)","(30, 11)"
theta_star,0.0017391670,14.0,3,85,"(35, 2)","(30, 11)"
jps,0.0011460000,13.414213562373096,4,5,"(35, 2)","(30, 11)"
lazy_theta_star,0.0016786670,14.0,3,85,"(35, 2)","(30, 11)"
a_star,0.0022091250,25.142135623730955,22,128,"(45, 12)","(24, 2)"
dijkstra,0.0100644170,25.142135623730955,22,689,"(45, 12)","(24, 2)"
theta_star,0.0010261660,23.259406699226016,2,36,"(45, 12)","(24, 2)"
jps,0.0028465420,25.142135623730955,6,12,"(45, 12)","(24, 2)"
lazy_theta_star,0.0008187920,23.259406699226016,2,36,"(45, 12)","(24, 2)"
a_star,0.0001450830,6.82842712474619,7,10,"(18, 18)","(24, 20)"
dijkstra,0.0011592500,6.82842712474619,7,86,"(18, 18)","(24, 20)"
theta_star,0.0001496250,6.324555320336759,2,7,"(18, 18)","(24, 20)"
jps,0.0003344170,6.82842712474619,3,3,"(18, 18)","(24, 20)"
lazy_theta_star,0.0001587500,6.324555320336759,2,7,"(18, 18)","(24, 20)"
a_star,0.0004012090,14.414213562373096,15,30,"(15, 20)","(9, 29)"
dijkstra,0.0061217910,14.414213562373096,15,415,"(15, 20)","(9, 29)"
theta_star,0.0005904580,14.082762530298218,3,30,"(15, 20)","(9, 29)"
jps,0.0009882500,13.828427124746192,5,6,"(15, 20)","(9, 29)"
lazy_theta_star,0.0005650000,14.082762530298218,3,30,"(15, 20)","(9, 29)"
a_star,0.0003136250,15.414213562373096,16,16,"(41, 20)","(26, 19)"
dijkstra,0.0064905000,15.414213562373096,16,419,"(41, 20)","(26, 19)"
theta_star,0.0004440420,15.033296378372908,2,16,"(41, 20)","(26, 19)"
jps,0.0003737920,15.414213562373096,3,3,"(41, 20)","(26, 19)"
lazy_theta_star,0.0003640410,15.033296378372908,2,16,"(41, 20)","(26, 19)"
a_star,0.0019337080,23.899494936611667,22,117,"(35, 8)","(14, 1)"
dijkstra,0.0139560830,23.899494936611667,22,850,"(35, 8)","(14, 1)"
theta_star,0.0009054170,22.135943621178654,2,30,"(35, 8)","(14, 1)"
jps,0.0011692920,23.899494936611667,3,4,"(35, 8)","(14, 1)"
lazy_theta_star,0.0006820420,22.135943621178654,2,30,"(35, 8)","(14, 1)"
a_star,0.0031366670,27.970562748477146,24,130,"(36, 25)","(48, 2)"
dijkstra,0.0179154160,27.970562748477146,24,928,"(36, 25)","(48, 2)"
theta_star,0.0026250420,25.98692648930345,3,38,"(36, 25)","(48, 2)"
jps,0.0049406250,27.970562748477143,6,10,"(36, 25)","(48, 2)"
lazy_theta_star,0.0009705000,25.98692648930345,3,41,"(36, 25)","(48, 2)"
a_star,0.0033979590,37.72792206135786,35,227,"(37, 25)","(3, 16)"
dijkstra,0.0182025830,37.72792206135785,35,1217,"(37, 25)","(3, 16)"
theta_star,0.0012656670,35.22191738594963,3,55,"(37, 25)","(3, 16)"
jps,0.0040609170,37.72792206135786,9,20,"(37, 25)","(3, 16)"
lazy_theta_star,0.0009783750,35.28889005914456,4,51,"(37, 25)","(3, 16)"
a_star,0.0002381660,15.0,16,16,"(38, 12)","(23, 12)"
dijkstra,0.0074396250,15.0,16,494,"(38, 12)","(23, 12)"
theta_star,0.0004042500,15.0,2,16,"(38, 12)","(23, 12)"
jps,0.0002451250,15.0,2,2,"(38, 12)","(23, 12)"
lazy_theta_star,0.0003147500,15.0,2,16,"(38, 12)","(23, 12)"
a_star,0.0029577080,26.485281374238575,25,204,"(12, 29)","(18, 9)"
dijkstra,0.0095230840,26.485281374238575,25,663,"(12, 29)","(18, 9)"
theta_star,0.0046540840,26.0,5,225,"(12, 29)","(18, 9)"
jps,0.0048791250,25.313708498984763,9,25,"(12, 29)","(18, 9)"
lazy_theta_star,0.0048790410,26.0,5,226,"(12, 29)","(18, 9)"
a_star,0.0014152500,25.242640687119287,25,94,"(33, 24)","(9, 27)"
dijkstra,0.0130739580,25.242640687119287,25,860,"(33, 24)","(9, 27)"
theta_star,0.0008315420,24.186773244895647,2,28,"(33, 24)","(9, 27)"
jps,0.0007972920,25.242640687119284,3,5,"(33, 24)","(9, 27)"
lazy_theta_star,0.0006302920,24.186773244895647,2,28,"(33, 24)","(9, 27)"
a_star,0.0006250830,15.485281374238573,14,41,"(31, 28)","(37, 15)"
dijkstra,0.0047289170,15.485281374238573,14,326,"(31, 28)","(37, 15)"
theta_star,0.0004904580,14.491212440208496,3,23,"(31, 28)","(37, 15)"
jps,0.0012231250,15.485281374238571,6,6,"(31, 28)","(37, 15)"
lazy_theta_star,0.0004655000,14.491212440208496,3,23,"(31, 28)","(37, 15)"
a_star,0.0000899580,4.82842712474619,5,6,"(47, 2)","(43, 4)"
dijkstra,0.0005467090,4.82842712474619,5,37,"(47, 2)","(43, 4)"
theta_star,0.0001074160,4.47213595499958,2,5,"(47, 2)","(43, 4)"
jps,0.0006071250,4.82842712474619,3,3,"(47, 2)","(43, 4)"
lazy_theta_star,0.0000932090,4.47213595499958,2,5,"(47, 2)","(43, 4)"
a_star,0.0005073750,13.485281374238571,12,35,"(13, 17)","(24, 23)"
dijkstra,0.0051497080,13.485281374238571,12,347,"(13, 17)","(24, 23)"
theta_star,0.0003010000,12.529964086141668,2,12,"(13, 17)","(24, 23)"
jps,0.0007800410,13.485281374238571,6,6,"(13, 17)","(24, 23)"
lazy_theta_star,0.0002464170,12.529964086141668,2,12,"(13, 17)","(24, 23)"
a_star,0.0003554580,19.414213562373096,20,20,"(22, 6)","(21, 25)"
dijkstra,0.0082338330,19.414213562373096,20,549,"(22, 6)","(21, 25)"
theta_star,0.0005302920,19.026297590440446,2,20,"(22, 6)","(21, 25)"
jps,0.0007662080,19.414213562373096,3,3,"(22, 6)","(21, 25)"
lazy_theta_star,0.0004053340,19.026297590440446,2,20,"(22, 6)","(21, 25)"
a_star,0.0014838750,33.242640687119284,33,94,"(33, 15)","(1, 12)"
dijkstra,0.0192107090,33.24264068711929,33,1248,"(33, 15)","(1, 12)"
theta_star,0.0010675830,32.14031735997639,2,36,"(33, 15)","(1, 12)"
jps,0.0010287910,33.242640687119284,3,8,"(33, 15)","(1, 12)"
lazy_theta_star,0.0007485420,32.14031735997639,2,36,"(33, 15)","(1, 12)"
a_star,0.0000699160,5.414213562373095,6,6,"(37, 1)","(42, 2)"
dijkstra,0.0007072080,5.414213562373095,6,49,"(37, 1)","(42, 2)"
theta_star,0.0001032920,5.0990195135927845,2,6,"(37, 1)","(42, 2)"
jps,0.0005031250,5.414213562373095,3,3,"(37, 1)","(42, 2)"
lazy_theta_star,0.0000897910,5.0990195135927845,2,6,"(37, 1)","(42, 2)"
a_star,0.0011210830,26.656854249492383,26,77,"(48, 13)","(23, 9)"
dijkstra,0.0094239160,26.656854249492383,26,637,"(48, 13)","(23, 9)"
theta_star,0.0008551670,25.52259434752233,4,43,"(48, 13)","(23, 9)"
jps,0.0015432090,26.656854249492383,6,7,"(48, 13)","(23, 9)"
lazy_theta_star,0.0008204580,25.52259434752233,4,45,"(48, 13)","(23, 9)"
a_star,0.0018604590,21.65685424949238,21,124,"(31, 25)","(48, 18)"
dijkstra,0.0094344170,21.65685424949238,21,646,"(31, 25)","(48, 18)"
theta_star,0.0024281250,21.06225774829855,3,112,"(31, 25)","(48, 18)"
jps,0.0026740000,21.071067811865476,5,11,"(31, 25)","(48, 18)"
lazy_theta_star,0.0026015830,21.06225774829855,3,113,"(31, 25)","(48, 18)"
a_star,0.0017424590,31.72792206135786,29,120,"(29, 29)","(38, 1)"
dijkstra,0.0173537920,31.72792206135786,29,1149,"(29, 29)","(38, 1)"
theta_star,0.0014239580,30.432747892889314,3,62,"(29, 29)","(38, 1)"
jps,0.0028079580,31.727922061357855,8,13,"(29, 29)","(38, 1)"
lazy_theta_star,0.0011964170,30.432747892889314,3,62,"(29, 29)","(38, 1)"
a_star,0.0005707080,34.0,35,35,"(7, 14)","(41, 14)"
dijkstra,0.0154372500,34.0,35,1016,"(7, 14)","(41, 14)"
theta_star,0.0011321670,34.0,2,35,"(7, 14)","(41, 14)"
jps,0.0003532080,34.0,2,2,"(7, 14)","(41, 14)"
lazy_theta_star,0.0007371660,34.0,2,35,"(7, 14)","(41, 14)"
